couple_id,f_age,f_imprace,f_attr,f_sinc,f_intel,f_fun,f_amb,f_like,m_age,m_imprace,m_attr,m_sinc,m_intel,m_fun,m_amb,m_like,int_corr,samerace,match
f436-m442,23.0,9.0,7.0,10.0,8.0,10.0,8.0,8.0,25.0,1.0,8.0,1.0,5.0,5.0,5.0,5.0,-0.05,1,0
f436-m443,23.0,9.0,7.0,10.0,9.0,9.0,9.0,8.0,27.0,1.0,7.0,6.0,7.0,8.0,8.0,6.0,-0.02,0,0
f436-m444,23.0,9.0,10.0,9.0,9.0,10.0,10.0,9.0,26.0,5.0,6.0,5.0,5.0,9.0,7.0,4.0,0.11,1,0
f436-m445,23.0,9.0,8.0,10.0,9.0,9.0,8.0,8.0,30.0,1.0,7.0,6.0,4.0,8.0,8.0,4.0,0.06,1,0
f436-m446,23.0,9.0,7.0,10.0,9.0,9.0,7.0,8.0,28.0,2.0,7.0,7.0,7.0,9.0,8.0,7.0,0.32,0,0
f436-m447,23.0,9.0,7.0,10.0,9.0,9.0,9.0,8.0,26.0,1.0,7.0,6.0,6.0,5.0,6.0,6.0,0.31,0,0
f436-m448,23.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,22.0,1.0,8.0,6.0,7.0,8.0,8.0,8.0,0.0,1,1
f436-m449,23.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,23.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,0.78,0,1
f436-m450,23.0,9.0,7.0,7.0,8.0,8.0,8.0,7.0,25.0,3.0,6.0,7.0,9.0,7.0,9.0,6.0,0.48,1,0
f436-m451,23.0,9.0,7.0,10.0,9.0,8.0,8.0,7.0,30.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,0.45,0,0
f436-m452,23.0,9.0,7.0,10.0,10.0,10.0,8.0,7.0,29.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,-0.04,0,0
f436-m453,23.0,9.0,7.0,10.0,8.0,8.0,8.0,7.0,27.0,4.0,5.0,4.0,6.0,4.0,6.0,5.0,0.59,0,0
f437-m440,23.0,2.0,10.0,9.0,10.0,10.0,10.0,9.0,21.0,8.0,5.0,8.0,8.0,8.0,9.0,8.0,0.22,1,0
f437-m441,23.0,2.0,7.0,7.0,9.0,8.0,9.0,7.0,24.0,4.0,8.0,8.0,8.0,8.0,7.0,9.0,0.14,1,1
f437-m442,23.0,2.0,7.0,9.0,10.0,7.0,10.0,8.0,25.0,1.0,7.0,5.0,5.0,4.0,2.0,5.0,-0.06,1,1
f437-m443,23.0,2.0,7.0,8.0,10.0,8.0,10.0,7.0,27.0,1.0,9.0,6.0,6.0,6.0,6.0,6.0,0.35,0,0
f437-m444,23.0,2.0,8.0,6.0,9.0,8.0,9.0,7.0,26.0,5.0,5.0,6.0,5.0,4.0,6.0,4.0,-0.08,1,0
f437-m445,23.0,2.0,7.0,7.0,8.0,9.0,9.0,8.0,30.0,1.0,7.0,9.0,7.0,6.0,5.0,7.0,0.15,1,0
f437-m446,23.0,2.0,6.0,8.0,9.0,9.0,10.0,8.0,28.0,2.0,5.0,10.0,8.0,8.0,7.0,7.0,0.34,0,0
f437-m447,23.0,2.0,8.0,8.0,10.0,7.0,10.0,7.0,26.0,1.0,6.0,5.0,6.0,6.0,4.0,5.0,0.34,0,0
f437-m448,23.0,2.0,7.0,6.0,9.0,10.0,9.0,6.0,22.0,1.0,5.0,7.0,5.0,6.0,3.0,6.0,0.41,1,1
f437-m449,23.0,2.0,9.0,7.0,8.0,8.0,9.0,5.0,23.0,7.0,5.0,10.0,9.0,9.0,5.0,8.0,0.35,0,0
f437-m450,23.0,2.0,7.0,7.0,9.0,7.0,10.0,5.0,25.0,3.0,6.0,9.0,7.0,5.0,3.0,6.0,0.53,1,0
f437-m451,23.0,2.0,6.0,8.0,10.0,7.0,10.0,6.0,30.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,0.44,0,0
f437-m452,23.0,2.0,7.0,8.0,9.0,8.0,9.0,5.0,29.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,0.47,0,0
f437-m453,23.0,2.0,6.0,8.0,10.0,6.0,9.0,5.0,27.0,4.0,5.0,4.0,6.0,6.0,5.0,4.0,0.4,0,0
f438-m440,23.0,1.0,6.0,4.0,8.0,8.0,4.0,6.0,21.0,8.0,6.0,8.0,8.0,8.0,8.0,9.0,0.14,1,0
f438-m441,23.0,1.0,5.0,4.0,5.0,6.0,6.0,5.0,24.0,4.0,9.0,9.0,10.0,9.0,9.0,9.0,0.4,1,0
f438-m442,23.0,1.0,4.0,3.0,6.0,2.0,2.0,2.0,25.0,1.0,7.0,4.0,5.0,4.0,4.0,5.0,0.36,1,0
f438-m443,23.0,1.0,4.0,4.0,6.0,5.0,10.0,5.0,27.0,1.0,7.0,9.0,7.0,8.0,5.0,8.0,0.38,0,0
f438-m444,23.0,1.0,8.0,2.0,6.0,4.0,10.0,4.0,26.0,5.0,7.0,9.0,7.0,8.0,7.0,7.0,-0.22,1,0
f438-m445,23.0,1.0,7.0,7.0,10.0,9.0,10.0,8.0,30.0,1.0,5.0,8.0,9.0,6.0,8.0,5.0,0.39,1,0
f438-m446,23.0,1.0,6.0,4.0,7.0,3.0,7.0,6.0,28.0,2.0,8.0,7.0,7.0,8.0,4.0,8.0,0.28,0,1
f438-m447,23.0,1.0,6.0,3.0,4.0,2.0,9.0,5.0,26.0,1.0,5.0,6.0,6.0,5.0,4.0,5.0,0.35,0,0
f438-m449,23.0,1.0,7.0,7.0,8.0,8.0,7.0,6.0,23.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0,0.12,0,0
f438-m450,23.0,1.0,4.0,6.0,8.0,7.0,9.0,4.0,25.0,3.0,6.0,7.0,7.0,7.0,7.0,7.0,0.46,1,1
f438-m451,23.0,1.0,2.0,7.0,10.0,2.0,10.0,3.0,30.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,0.44,0,0
f438-m452,23.0,1.0,2.0,7.0,8.0,6.0,10.0,3.0,29.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0,0.3,0,0
f438-m453,23.0,1.0,3.0,9.0,10.0,3.0,10.0,3.0,27.0,4.0,6.0,5.0,6.0,4.0,5.0,5.0,0.31,0,0
f439-m440,29.0,1.0,8.0,9.0,9.0,6.0,9.0,7.0,21.0,8.0,8.0,5.0,8.0,5.0,7.0,7.0,0.38,1,0
f439-m441,29.0,1.0,6.0,6.0,7.0,8.0,9.0,5.0,24.0,4.0,9.0,7.0,9.0,6.0,7.0,8.0,-0.09,1,0
f439-m442,29.0,1.0,3.0,9.0,9.0,3.0,9.0,6.0,25.0,1.0,9.0,1.0,7.0,5.0,4.0,6.0,0.45,1,0
f439-m444,29.0,1.0,8.0,7.0,8.0,8.0,9.0,8.0,26.0,5.0,6.0,6.0,7.0,9.0,7.0,7.0,0.26,1,0
f439-m445,29.0,1.0,7.0,7.0,7.0,6.0,7.0,6.0,30.0,1.0,9.0,5.0,6.0,7.0,7.0,6.0,0.48,1,1
f439-m446,29.0,1.0,7.0,7.0,9.0,5.0,9.0,5.0,28.0,2.0,9.0,8.0,8.0,6.0,5.0,8.0,0.67,0,1
f439-m447,29.0,1.0,7.0,7.0,9.0,3.0,9.0,5.0,26.0,1.0,4.0,5.0,6.0,5.0,5.0,4.0,0.49,0,0
f439-m448,29.0,1.0,9.0,3.0,10.0,9.0,10.0,7.0,22.0,1.0,8.0,7.0,7.0,8.0,6.0,8.0,0.5,1,1
f439-m449,29.0,1.0,8.0,9.0,9.0,4.0,9.0,4.0,23.0,7.0,7.0,9.0,7.0,7.0,5.0,7.0,0.46,0,0
f439-m450,29.0,1.0,5.0,9.0,10.0,5.0,9.0,5.0,25.0,3.0,8.0,7.0,7.0,7.0,5.0,7.0,0.21,1,0
f439-m451,29.0,1.0,0.0,10.0,10.0,3.0,10.0,6.0,30.0,3.0,6.0,5.0,5.0,6.0,5.0,6.0,0.22,0,0
f439-m452,29.0,1.0,4.0,10.0,10.0,7.0,10.0,7.0,29.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,0.43,0,0
f439-m453,29.0,1.0,3.0,10.0,10.0,3.0,10.0,5.0,27.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,0.48,0,0
f454-m460,27.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,33.0,2.0,5.0,10.0,8.0,8.0,7.0,9.0,0.6,1,0
f454-m461,27.0,3.0,7.0,9.0,7.0,7.0,9.0,5.0,27.0,2.0,6.0,6.0,6.0,7.0,6.0,6.0,0.03,0,0
f454-m462,27.0,3.0,7.0,9.0,8.0,7.0,9.0,5.0,33.0,1.0,6.0,7.0,7.0,6.0,8.0,6.0,0.13,0,0
f454-m463,27.0,3.0,7.0,9.0,9.0,8.0,8.0,7.0,23.0,3.0,4.0,6.0,4.0,6.0,5.0,5.0,-0.09,0,0
f454-m464,27.0,3.0,8.0,8.0,9.0,8.0,9.0,8.0,33.0,1.0,8.0,8.0,8.0,6.0,5.0,6.0,-0.03,0,0
f455-m460,24.0,5.0,7.0,7.0,8.0,8.0,8.0,7.0,33.0,2.0,8.0,9.0,10.0,10.0,8.0,10.0,0.25,0,0
f455-m461,24.0,5.0,5.0,7.0,7.0,6.0,7.0,5.0,27.0,2.0,5.0,5.0,7.0,6.0,6.0,5.0,-0.31,0,0
f455-m462,24.0,5.0,4.0,9.0,7.0,3.0,7.0,4.0,33.0,1.0,6.0,10.0,7.0,6.0,6.0,7.0,-0.09,1,0
f455-m463,24.0,5.0,5.0,8.0,8.0,6.0,8.0,6.0,23.0,3.0,4.0,7.0,6.0,6.0,5.0,5.0,-0.22,1,0
f455-m464,24.0,5.0,7.0,7.0,8.0,9.0,8.0,8.0,33.0,1.0,6.0,9.0,8.0,5.0,8.0,5.0,-0.24,1,0
f456-m460,29.0,3.0,8.0,8.0,7.0,7.0,7.0,7.0,33.0,2.0,9.0,8.0,8.0,8.0,8.0,8.0,0.19,0,1
f456-m461,29.0,3.0,4.0,4.0,6.0,4.0,6.0,3.0,27.0,2.0,7.0,6.0,6.0,7.0,6.0,8.0,-0.24,0,0
f456-m462,29.0,3.0,4.0,6.0,6.0,4.0,4.0,5.0,33.0,1.0,8.0,6.0,8.0,8.0,8.0,6.0,-0.28,1,0
f456-m463,29.0,3.0,6.0,8.0,8.0,7.0,9.0,5.0,23.0,3.0,5.0,6.0,6.0,5.0,7.0,6.0,-0.02,1,0
f456-m464,29.0,3.0,6.0,8.0,7.0,8.0,8.0,6.0,33.0,1.0,8.0,5.0,6.0,7.0,8.0,6.0,-0.43,1,0
f457-m460,55.0,1.0,8.0,7.0,8.0,7.0,5.0,8.0,33.0,2.0,8.0,2.0,8.0,10.0,6.0,9.0,0.5,0,0
f457-m461,55.0,1.0,5.0,6.0,7.0,6.0,7.0,4.0,27.0,2.0,6.0,7.0,6.0,6.0,5.0,5.0,-0.11,0,0
f457-m462,55.0,1.0,4.0,7.0,9.0,6.0,8.0,4.0,33.0,1.0,6.0,10.0,6.0,9.0,4.0,7.0,-0.17,1,0
f457-m463,55.0,1.0,6.0,7.0,8.0,8.0,7.0,8.0,23.0,3.0,4.0,8.0,5.0,6.0,6.0,7.0,-0.15,1,0
f457-m464,55.0,1.0,8.0,7.0,8.0,8.0,8.0,7.0,33.0,1.0,5.0,9.0,9.0,5.0,4.0,5.0,-0.35,1,0
f458-m460,29.0,9.0,5.0,10.0,8.0,8.0,6.0,4.0,33.0,2.0,7.0,8.0,9.0,8.0,10.0,7.0,0.02,0,0
f458-m461,29.0,9.0,5.0,10.0,10.0,10.0,8.0,7.0,27.0,2.0,6.0,6.0,6.0,5.0,7.0,5.0,-0.11,0,0
f458-m462,29.0,9.0,4.0,9.0,6.0,7.0,8.0,6.0,33.0,1.0,8.0,7.0,7.0,7.0,6.0,7.0,-0.44,1,1
f458-m463,29.0,9.0,6.0,8.0,9.0,6.0,7.0,6.0,23.0,3.0,6.0,4.0,7.0,4.0,7.0,6.0,-0.35,1,0
f458-m464,29.0,9.0,8.0,8.0,9.0,9.0,8.0,8.0,33.0,1.0,5.0,7.0,7.0,9.0,9.0,5.0,-0.33,1,1
f459-m460,26.0,6.0,5.0,10.0,8.0,2.0,5.0,5.0,33.0,2.0,8.0,8.0,8.0,7.0,10.0,6.0,0.2,0,0
f459-m461,26.0,6.0,1.0,5.0,5.0,1.0,5.0,1.0,27.0,2.0,7.0,6.0,6.0,7.0,6.0,8.0,-0.34,0,0
f459-m462,26.0,6.0,2.0,10.0,5.0,1.0,5.0,1.0,33.0,1.0,8.0,6.0,7.0,6.0,7.0,7.0,0.2,1,0
f459-m463,26.0,6.0,5.0,10.0,8.0,4.0,5.0,7.0,23.0,3.0,5.0,7.0,7.0,6.0,7.0,7.0,-0.26,1,0
f459-m464,26.0,6.0,5.0,5.0,8.0,5.0,5.0,5.0,33.0,1.0,7.0,7.0,7.0,7.0,7.0,5.0,-0.25,1,0
f466-m481,24.0,1.0,5.0,7.0,5.5,4.0,4.0,4.0,23.0,8.0,5.0,7.0,7.0,6.0,6.0,6.0,0.7,1,0
f466-m483,24.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,28.0,1.0,7.0,10.0,9.0,9.0,6.0,7.0,0.74,1,0
f466-m485,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,9.0,10.0,10.0,9.0,10.0,9.0,0.36,0,0
f466-m488,24.0,1.0,2.0,6.0,7.0,5.0,7.0,5.0,29.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,0.31,0,0
f466-m489,24.0,1.0,5.0,6.0,6.0,5.0,5.0,5.0,28.0,6.0,8.0,6.0,8.0,8.0,6.0,6.0,-0.03,1,0
f466-m490,24.0,1.0,0.0,4.0,6.0,4.0,5.0,2.0,29.0,6.0,7.0,9.0,8.0,7.0,6.0,7.0,0.43,1,0
f466-m491,24.0,1.0,5.0,4.0,5.0,5.0,5.0,3.0,29.0,3.0,7.0,6.0,7.0,7.0,7.0,5.0,0.35,0,0
f466-m492,24.0,1.0,7.0,6.0,8.0,5.0,7.0,5.0,30.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.16,0,0
f466-m494,24.0,1.0,4.0,8.0,7.0,7.0,6.0,7.0,30.0,2.0,9.0,8.0,7.0,9.0,7.0,8.0,0.25,1,0
f466-m495,24.0,1.0,5.0,2.0,3.0,6.0,2.0,5.0,32.0,5.0,7.0,7.0,6.0,7.0,5.0,7.0,-0.05,0,0
f467-m481,24.0,7.0,8.0,10.0,10.0,9.0,8.0,7.0,23.0,8.0,8.0,8.0,7.0,8.0,6.0,8.0,0.65,1,1
f467-m482,24.0,7.0,8.0,10.0,10.0,9.0,10.0,7.0,30.0,2.0,8.0,6.0,6.0,6.0,8.0,7.0,0.12,1,1
f467-m483,24.0,7.0,8.0,10.0,9.0,10.0,8.0,7.0,28.0,1.0,7.0,8.0,9.0,9.0,7.0,8.0,0.83,1,0
f467-m485,24.0,7.0,7.0,10.0,10.0,6.0,6.0,7.0,29.0,4.0,9.0,10.0,10.0,10.0,10.0,9.0,-0.09,0,0
f467-m486,24.0,7.0,7.0,8.0,10.0,7.0,9.0,5.0,32.0,1.0,9.0,7.0,7.0,4.0,8.0,5.0,0.59,0,0
f467-m487,24.0,7.0,6.0,10.0,10.0,8.0,8.0,5.0,24.0,1.0,8.0,5.0,5.0,5.0,9.0,6.0,0.24,0,0
f467-m488,24.0,7.0,6.0,7.0,8.0,9.0,9.0,6.0,29.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,0.49,0,0
f467-m489,24.0,7.0,9.0,9.0,9.0,10.0,10.0,8.0,28.0,6.0,8.0,9.0,8.0,7.0,8.0,8.0,0.06,1,1
f467-m490,24.0,7.0,8.0,10.0,10.0,10.0,10.0,8.0,29.0,6.0,9.0,6.0,8.0,7.0,10.0,7.0,0.7,1,1
f467-m491,24.0,7.0,9.0,10.0,10.0,10.0,10.0,8.0,29.0,3.0,7.0,7.0,8.0,7.0,6.0,5.0,0.61,0,1
f467-m492,24.0,7.0,8.0,10.0,10.0,9.0,9.0,8.0,30.0,1.0,10.0,8.0,10.0,8.0,10.0,2.0,0.12,0,1
f467-m494,24.0,7.0,8.0,10.0,10.0,10.0,9.0,8.0,30.0,2.0,8.0,8.0,8.0,7.0,7.0,7.0,0.29,1,0
f467-m495,24.0,7.0,7.0,8.0,9.0,9.0,8.0,7.0,32.0,5.0,8.0,7.0,6.0,7.0,6.0,7.0,-0.01,0,1
f468-m481,25.0,5.0,5.0,7.0,6.0,4.0,5.0,4.0,23.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,0.53,0,0
f468-m482,25.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,30.0,2.0,9.0,7.0,7.0,8.0,6.0,8.0,0.17,0,1
f468-m483,25.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,28.0,1.0,10.0,9.0,10.0,10.0,10.0,9.0,0.71,0,0
f468-m484,25.0,5.0,5.0,8.0,8.0,5.0,8.0,6.0,31.0,1.0,9.0,8.0,9.0,8.0,9.0,7.0,0.55,0,0
f468-m485,25.0,5.0,5.0,8.0,7.0,5.0,8.0,7.0,29.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,-0.12,0,0
f468-m487,25.0,5.0,4.0,7.0,7.0,3.0,3.0,5.0,24.0,1.0,4.0,7.0,8.0,6.0,8.0,7.0,0.31,0,0
f468-m488,25.0,5.0,4.0,8.0,8.0,5.0,5.0,5.0,29.0,1.0,10.0,7.0,8.0,8.0,10.0,8.0,0.33,0,0
f468-m489,25.0,5.0,8.0,7.0,7.0,6.0,7.0,7.0,28.0,6.0,8.0,8.0,9.0,7.0,8.0,8.0,-0.16,0,0
f468-m490,25.0,5.0,3.0,8.0,8.0,4.0,8.0,6.0,29.0,6.0,8.0,7.0,7.0,6.0,6.0,7.0,0.65,0,0
f468-m491,25.0,5.0,8.0,8.0,7.0,6.0,6.0,5.0,29.0,3.0,6.0,7.0,8.0,7.0,6.0,5.0,0.47,0,0
f468-m492,25.0,5.0,9.0,8.0,8.0,8.0,8.0,7.0,30.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.16,1,1
f468-m493,25.0,5.0,8.0,8.0,7.0,6.0,5.0,7.0,20.0,1.0,9.0,10.0,10.0,9.0,9.0,9.0,0.07,0,0
f468-m494,25.0,5.0,5.0,7.0,7.0,6.0,6.0,7.0,30.0,2.0,9.0,8.0,9.0,8.0,8.0,8.0,0.26,0,1
f468-m495,25.0,5.0,4.0,7.0,7.0,7.0,7.0,5.0,32.0,5.0,7.0,5.0,7.0,5.0,5.0,6.0,-0.07,1,0
f469-m481,25.0,1.0,8.0,8.0,7.0,5.0,7.0,7.0,23.0,8.0,6.0,6.0,7.0,7.0,6.0,6.0,0.3,0,0
f469-m483,25.0,1.0,8.0,6.0,6.0,8.0,6.0,5.0,28.0,1.0,9.0,10.0,10.0,10.0,10.0,9.0,0.56,0,0
f469-m485,25.0,1.0,6.0,8.0,8.0,7.0,7.0,7.0,29.0,4.0,9.0,9.0,10.0,9.0,10.0,8.0,0.51,0,1
f469-m486,25.0,1.0,7.0,7.0,7.0,5.0,8.0,7.0,32.0,1.0,8.0,7.0,6.0,8.0,6.0,6.0,0.17,0,0
f469-m487,25.0,1.0,3.0,9.0,8.0,3.0,6.0,6.0,24.0,1.0,7.0,7.0,7.0,5.0,5.0,6.0,0.42,1,0
f469-m488,25.0,1.0,4.0,7.0,6.0,6.0,5.0,7.0,29.0,1.0,5.0,5.0,8.0,5.0,5.0,5.0,0.31,1,0
f469-m489,25.0,1.0,7.0,4.0,5.0,8.0,5.0,6.0,28.0,6.0,10.0,8.0,8.0,8.0,8.0,10.0,-0.17,0,1
f469-m491,25.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,29.0,3.0,8.0,7.0,6.0,6.0,7.0,7.0,-0.22,0,1
f469-m492,25.0,1.0,9.0,8.0,8.0,9.0,7.0,8.0,30.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.27,0,1
f469-m493,25.0,1.0,9.0,9.0,7.0,8.0,5.0,8.0,20.0,1.0,9.0,10.0,9.0,9.0,8.0,9.0,0.67,1,1
f469-m495,25.0,1.0,4.0,4.0,8.0,6.0,7.0,6.0,32.0,5.0,7.0,7.0,6.0,5.0,5.0,7.0,-0.19,0,0
f470-m481,29.0,1.0,3.0,4.0,5.0,4.0,2.0,4.0,23.0,8.0,7.0,7.0,8.0,5.0,7.0,4.0,0.67,0,0
f470-m482,29.0,1.0,2.0,8.0,9.0,7.0,6.0,7.0,30.0,2.0,8.0,6.0,8.0,6.0,7.0,6.0,0.15,0,1
f470-m483,29.0,1.0,4.0,5.0,5.0,6.0,5.0,4.0,28.0,1.0,10.0,9.0,10.0,10.0,10.0,9.0,0.64,0,0
f470-m484,29.0,1.0,3.0,3.0,8.0,2.0,2.0,5.0,31.0,1.0,9.0,8.0,10.0,8.0,7.0,7.0,0.43,1,0
f470-m485,29.0,1.0,3.0,4.0,5.0,3.0,2.0,4.0,29.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,0.17,0,0
f470-m487,29.0,1.0,2.0,6.0,7.0,2.0,2.0,4.0,24.0,1.0,7.0,4.0,7.0,4.0,8.0,5.0,0.5,1,0
f470-m488,29.0,1.0,5.0,5.0,5.0,8.0,5.0,7.0,29.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,0.56,1,1
f470-m489,29.0,1.0,7.0,7.0,5.0,7.0,5.0,8.0,28.0,6.0,7.0,7.0,9.0,9.0,8.0,10.0,0.26,0,1
f470-m490,29.0,1.0,2.0,4.0,6.0,4.0,3.0,2.0,29.0,6.0,9.0,8.0,9.0,8.0,9.0,8.0,0.78,0,0
f470-m491,29.0,1.0,7.0,6.0,8.0,5.0,5.0,7.0,29.0,3.0,8.0,7.0,7.0,8.0,8.0,7.0,0.23,0,1
f470-m492,29.0,1.0,3.0,5.0,4.0,5.0,2.0,6.0,30.0,1.0,10.0,10.0,10.0,10.0,8.0,10.0,0.11,0,0
f470-m493,29.0,1.0,3.0,7.0,2.0,3.0,3.0,5.0,20.0,1.0,6.0,7.0,9.0,6.0,9.0,4.0,0.01,1,0
f470-m494,29.0,1.0,3.0,7.0,4.0,4.0,3.0,6.0,30.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,0.68,0,0
f470-m495,29.0,1.0,4.0,4.0,6.0,9.0,2.0,7.0,32.0,5.0,6.0,7.0,7.0,6.0,7.0,6.0,-0.18,0,1
f471-m481,30.0,8.0,4.0,3.0,4.0,3.0,4.0,2.0,23.0,8.0,3.0,6.0,7.0,6.0,7.0,2.0,0.46,0,0
f471-m482,30.0,8.0,5.0,6.0,7.0,5.0,6.0,4.0,30.0,2.0,5.0,6.0,7.0,6.0,7.0,5.0,0.11,0,0
f471-m483,30.0,8.0,5.0,5.0,5.0,5.0,5.0,4.0,28.0,1.0,7.0,9.0,10.0,9.0,10.0,8.0,0.32,0,0
f471-m484,30.0,8.0,3.0,5.0,6.0,2.0,3.0,2.0,31.0,1.0,8.0,7.0,10.0,10.0,8.0,7.0,0.09,1,0
f471-m485,30.0,8.0,4.0,4.0,4.0,4.0,4.0,2.0,29.0,4.0,10.0,10.0,10.0,9.0,10.0,9.0,0.09,0,0
f471-m486,30.0,8.0,6.0,6.0,5.0,5.0,4.0,2.0,32.0,1.0,6.0,7.0,8.0,6.0,8.0,6.0,0.39,0,0
f471-m487,30.0,8.0,4.0,8.0,8.0,4.0,5.0,3.0,24.0,1.0,5.0,4.0,6.0,5.0,6.0,5.0,0.3,1,0
f471-m488,30.0,8.0,4.0,2.0,4.0,3.0,7.0,1.0,29.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,0.69,1,0
f471-m489,30.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,28.0,6.0,6.0,8.0,9.0,7.0,8.0,7.0,0.04,0,1
f471-m490,30.0,8.0,4.0,6.0,6.0,5.0,5.0,3.0,29.0,6.0,9.0,8.0,8.0,6.0,9.0,6.0,0.59,0,0
f471-m491,30.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,29.0,3.0,7.0,7.0,7.0,7.0,7.0,6.0,0.19,0,0
f471-m493,30.0,8.0,6.0,8.0,6.0,6.0,6.0,5.0,20.0,1.0,7.0,10.0,10.0,7.0,9.0,4.0,0.2,1,0
f471-m494,30.0,8.0,6.0,7.0,8.0,6.0,6.0,4.0,30.0,2.0,7.0,8.0,8.0,7.0,7.0,7.0,0.39,0,0
f471-m495,30.0,8.0,5.0,5.0,5.0,6.0,4.0,2.0,32.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,-0.22,0,0
f472-m481,25.0,1.0,8.0,7.0,7.0,7.0,5.0,8.0,23.0,8.0,5.0,9.0,8.0,6.0,6.0,7.0,0.6,0,0
f472-m482,25.0,1.0,5.0,7.0,7.0,9.0,9.0,8.0,30.0,2.0,8.0,6.0,6.0,6.0,6.0,6.0,0.36,0,1
f472-m483,25.0,1.0,3.0,4.0,6.0,7.0,5.0,5.0,28.0,1.0,8.0,10.0,10.0,10.0,7.0,7.0,0.61,0,0
f472-m484,25.0,1.0,2.0,10.0,10.0,7.0,10.0,5.0,31.0,1.0,7.0,5.0,9.0,8.0,9.0,7.0,0.87,0,0
f472-m485,25.0,1.0,2.0,2.0,5.0,1.0,3.0,2.0,29.0,4.0,10.0,10.0,9.0,10.0,10.0,9.0,-0.05,0,0
f472-m486,25.0,1.0,3.0,4.0,6.0,5.0,9.0,6.0,32.0,1.0,4.0,7.0,7.0,6.0,8.0,4.0,0.74,1,0
f472-m487,25.0,1.0,1.0,3.0,7.0,1.0,8.0,5.0,24.0,1.0,7.0,5.0,7.0,5.0,5.0,5.0,0.04,0,0
f472-m488,25.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,29.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,0.19,0,0
f472-m489,25.0,1.0,7.0,6.0,5.0,7.0,6.0,5.0,28.0,6.0,6.0,8.0,7.0,4.0,4.0,5.0,0.25,0,0
f472-m490,25.0,1.0,2.0,3.0,4.0,4.0,6.0,5.0,29.0,6.0,8.0,7.0,8.0,6.0,6.0,8.0,0.31,0,0
f472-m491,25.0,1.0,5.0,3.0,9.0,10.0,9.0,7.0,29.0,3.0,6.0,7.0,7.0,7.0,6.0,5.0,0.57,1,0
f472-m492,25.0,1.0,10.0,9.0,10.0,10.0,10.0,10.0,30.0,1.0,8.0,10.0,10.0,2.0,8.0,8.0,0.12,0,1
f472-m493,25.0,1.0,6.0,8.0,8.0,8.0,10.0,7.0,20.0,1.0,7.0,10.0,10.0,8.0,10.0,4.0,-0.04,0,0
f472-m494,25.0,1.0,7.0,6.0,8.0,6.0,8.0,7.0,30.0,2.0,9.0,7.0,7.0,7.0,7.0,6.0,0.42,0,0
f473-m481,34.0,1.0,10.0,9.0,8.0,8.0,8.0,8.0,23.0,8.0,3.0,7.0,8.0,2.0,6.0,5.0,0.54,0,0
f473-m482,34.0,1.0,10.0,8.0,8.0,10.0,8.0,10.0,30.0,2.0,5.0,5.0,6.0,5.0,5.0,5.0,0.14,0,0
f473-m483,34.0,1.0,10.0,8.0,8.0,8.0,10.0,7.0,28.0,1.0,6.0,10.0,9.0,10.0,9.0,7.0,0.58,0,0
f473-m484,34.0,1.0,8.0,10.0,10.0,8.0,8.0,8.0,31.0,1.0,7.0,7.0,8.0,5.0,9.0,6.0,0.62,1,1
f473-m485,34.0,1.0,8.0,9.0,9.0,8.0,7.0,7.0,29.0,4.0,9.0,10.0,10.0,8.0,10.0,8.0,-0.12,0,0
